Student_ID,Section,Year_Level,Gender,Attendance,Quiz_Avg,Lab_Avg,Midterm,Final,GWA,Risk_Level
STU0664,A,4,Female,57.0,69.0,59.0,69.0,56.0,62.55,High Risk
STU0665,A,2,Male,77.0,81.0,77.0,81.0,,78.55,Medium Risk
STU0666,A,1,Female,69.0,77.0,70.0,78.0,78.0,75.3,Medium Risk
STU0667,B,3,Male,96.0,81.0,91.0,89.0,97.0,90.5,Low Risk
STU0668,C,3,Female,70.0,83.0,,79.0,,77.45,Medium Risk
STU0669,C,4,Male,80.0,71.0,74.0,69.0,82.0,74.75,Medium Risk
STU0670,B,3,Male,61.0,68.0,62.0,66.0,67.0,65.35,High Risk
STU0671,D,4,Female,84.0,71.0,75.0,72.0,83.0,76.35,Medium Risk
STU0672,C,1,Female,79.0,72.0,83.0,81.0,77.0,78.4,Medium Risk
STU0673,B,4,Male,72.0,70.0,82.0,71.0,82.0,75.85,Medium Risk
STU0674,B,1,Female,72.0,73.0,71.0,69.0,83.0,74.0,Medium Risk
STU0675,B,4,Female,67.0,56.0,67.0,65.0,58.0,62.05,High Risk
STU0676,C,1,Female,76.0,74.0,73.0,73.0,82.0,75.75,Medium Risk
STU0677,A,4,Female,71.0,72.0,78.0,72.0,71.0,72.85,Medium Risk
STU0678,B,3,Female,63.0,64.0,,58.0,64.0,61.8,High Risk
STU0679,B,2,Female,100.0,98.0,100.0,81.0,99.0,94.6,Low Risk
STU0680,A,3,Male,84.0,83.0,83.0,81.0,74.0,80.35,Low Risk
STU0681,C,1,Male,78.0,71.0,74.0,82.0,79.0,77.05,Medium Risk
STU0682,B,4,Female,68.0,82.0,77.0,74.0,69.0,74.35,Medium Risk
STU0683,A,3,Female,64.0,65.0,62.0,65.0,65.0,64.3,High Risk
STU0684,B,4,Female,65.0,71.0,,71.0,70.0,67.15,High Risk
STU0685,A,4,Male,73.0,77.0,77.0,75.0,68.0,73.85,Medium Risk
STU0686,C,1,Female,82.0,72.0,83.0,80.0,78.0,78.7,Medium Risk
STU0687,B,1,Female,69.0,79.0,75.0,76.0,79.0,76.45,Medium Risk
STU0688,C,4,Female,56.0,70.0,61.0,56.0,55.0,59.55,High Risk
STU0689,D,1,Female,65.0,56.0,68.0,56.0,69.0,62.55,High Risk
STU0690,B,4,Female,61.0,64.0,68.0,68.0,59.0,64.25,High Risk
STU0691,B,2,Male,91.0,85.0,83.0,92.0,83.0,86.45,Low Risk
STU0692,C,3,Female,71.0,68.0,80.0,71.0,73.0,72.7,Medium Risk
STU0693,C,2,Male,95.0,84.0,83.0,100.0,87.0,89.65,Low Risk
STU0694,C,2,Male,,66.0,70.0,71.0,67.0,67.7,High Risk
STU0695,D,2,Male,82.0,79.0,84.0,76.0,82.0,80.3,Low Risk
STU0696,A,1,Male,58.0,62.0,68.0,69.0,65.0,65.3,High Risk
STU0697,A,1,Female,81.0,75.0,80.0,70.0,72.0,74.6,Medium Risk
STU0698,D,4,Male,81.0,92.0,84.0,87.0,80.0,85.05,Low Risk
STU0699,D,2,Male,61.0,69.0,65.0,70.0,57.0,64.65,High Risk
STU0700,A,4,Female,,94.0,80.0,96.0,81.0,89.05,Low Risk
STU0701,C,4,Female,83.0,68.0,70.0,70.0,,71.4,Medium Risk
STU0702,C,1,Male,76.0,74.0,71.0,,80.0,74.85,Medium Risk
STU0703,D,4,Female,60.0,69.0,67.0,65.0,62.0,64.95,High Risk
STU0704,C,4,Male,78.0,80.0,76.0,,74.0,78.25,Medium Risk
STU0705,B,3,Male,81.0,78.0,77.0,78.0,73.0,76.85,Medium Risk
STU0706,C,4,Female,81.0,73.0,84.0,77.0,68.0,75.75,Medium Risk
STU0707,A,4,Female,82.0,74.0,78.0,74.0,71.0,74.85,Medium Risk
STU0708,B,1,Female,91.0,90.0,98.0,100.0,84.0,92.7,Low Risk
STU0709,C,2,Female,92.0,99.0,83.0,90.0,96.0,92.1,Low Risk
STU0710,D,2,Female,76.0,80.0,78.0,82.0,68.0,76.7,Medium Risk
STU0711,B,4,Male,66.0,71.0,57.0,70.0,68.0,66.7,High Risk
STU0712,A,4,Female,93.0,98.0,85.0,89.0,94.0,91.65,Low Risk
STU0713,A,2,Female,73.0,77.0,74.0,84.0,,79.5,Medium Risk
STU0714,A,4,Female,83.0,73.0,68.0,68.0,79.0,73.25,Medium Risk
STU0715,B,2,Male,58.0,65.0,58.0,55.0,61.0,59.4,High Risk
STU0716,C,3,Male,62.0,58.0,65.0,68.0,70.0,65.3,High Risk
STU0717,B,2,Female,71.0,72.0,84.0,74.0,83.0,77.55,Medium Risk
STU0718,B,4,Female,71.0,78.0,69.0,79.0,79.0,76.0,Medium Risk
STU0719,D,4,Female,74.0,68.0,80.0,73.0,73.0,73.5,Medium Risk
STU0720,A,4,Female,72.0,,77.0,68.0,77.0,73.25,Medium Risk
STU0721,B,1,Male,74.0,76.0,79.0,68.0,78.0,74.9,Medium Risk
STU0722,B,4,Female,74.0,79.0,70.0,74.0,78.0,75.2,Medium Risk
STU0723,A,2,Male,68.0,79.0,78.0,71.0,71.0,73.7,Medium Risk
STU0724,C,2,Male,56.0,66.0,60.0,64.0,70.0,64.3,High Risk
STU0725,B,1,Female,84.0,76.0,80.0,72.0,72.0,75.6,Medium Risk
STU0726,C,2,Female,86.0,94.0,86.0,94.0,82.0,88.6,Low Risk
STU0727,A,1,Male,70.0,73.0,79.0,82.0,73.0,76.15,Medium Risk
STU0728,A,3,Male,87.0,99.0,94.0,83.0,98.0,92.55,Low Risk
STU0729,D,2,Male,83.0,80.0,70.0,83.0,76.0,78.05,Medium Risk
STU0730,A,2,Female,61.0,69.0,61.0,60.0,56.0,61.1,High Risk
STU0731,B,4,Female,79.0,68.0,,78.0,83.0,77.15,Medium Risk
STU0732,A,4,Male,79.0,84.0,81.0,83.0,,81.9,Low Risk
STU0733,C,2,Female,,69.0,59.0,65.0,67.0,64.6,High Risk
STU0734,D,2,Male,66.0,69.0,63.0,62.0,55.0,62.25,High Risk
STU0735,C,2,Male,57.0,62.0,60.0,70.0,70.0,65.1,High Risk
STU0736,C,4,Male,82.0,69.0,77.0,80.0,82.0,77.9,Medium Risk
STU0737,B,2,Male,82.0,,70.0,74.0,81.0,76.55,Medium Risk
STU0738,C,4,Male,76.0,,78.0,79.0,68.0,73.55,Medium Risk
STU0739,C,3,Female,68.0,71.0,59.0,57.0,56.0,61.05,High Risk
STU0740,B,4,Female,80.0,83.0,83.0,70.0,80.0,78.7,Medium Risk
STU0741,B,3,Male,100.0,87.0,100.0,88.0,80.0,89.4,Low Risk
STU0742,A,1,Male,,78.0,80.0,78.0,82.0,79.4,Medium Risk
STU0743,C,2,Male,65.0,67.0,66.0,69.0,62.0,65.85,High Risk
STU0744,A,3,Male,99.0,85.0,88.0,100.0,92.0,92.5,Low Risk
STU0745,A,2,Male,95.0,92.0,92.0,96.0,99.0,95.05,Low Risk
STU0746,C,1,Male,66.0,63.0,56.0,63.0,60.0,61.15,High Risk
STU0747,C,3,Male,92.0,90.0,93.0,81.0,,87.8,Low Risk
STU0748,A,1,Male,84.0,80.0,70.0,68.0,71.0,73.15,Medium Risk
STU0749,C,3,Male,90.0,81.0,95.0,81.0,98.0,88.95,Low Risk
STU0750,A,2,Female,98.0,88.0,80.0,89.0,98.0,90.15,Low Risk
STU0751,D,1,Female,61.0,56.0,67.0,60.0,60.0,60.7,High Risk
STU0752,D,3,Female,69.0,64.0,64.0,63.0,69.0,65.5,High Risk
STU0753,C,1,Female,76.0,71.0,84.0,83.0,82.0,79.85,Medium Risk
STU0754,D,2,Male,72.0,82.0,82.0,69.0,80.0,77.25,Medium Risk
STU0755,D,1,Female,76.0,75.0,70.0,83.0,81.0,77.6,Medium Risk
STU0756,D,1,Female,70.0,72.0,77.0,80.0,71.0,74.55,Medium Risk
STU0757,D,3,Male,76.0,74.0,69.0,74.0,75.0,73.45,Medium Risk
STU0758,D,3,Male,93.0,98.0,84.0,97.0,99.0,94.7,Low Risk
STU0759,C,2,Male,63.0,67.0,61.0,64.0,60.0,62.9,High Risk
STU0760,C,1,Female,72.0,82.0,83.0,76.0,71.0,76.95,Medium Risk
STU0761,C,2,Male,93.0,96.0,98.0,85.0,83.0,90.1,Low Risk
STU0762,B,4,Female,95.0,94.0,87.0,98.0,87.0,91.95,Low Risk
STU0763,C,2,Female,89.0,96.0,,92.0,86.0,91.0,Low Risk
STU0764,B,3,Male,73.0,73.0,84.0,81.0,78.0,78.45,Medium Risk
STU0765,A,2,Female,70.0,78.0,73.0,81.0,83.0,78.2,Medium Risk
STU0766,A,1,Male,75.0,83.0,74.0,76.0,80.0,77.9,Medium Risk
STU0767,D,3,Male,60.0,,57.0,57.0,67.0,60.0,High Risk
STU0768,C,3,Female,95.0,85.0,86.0,91.0,88.0,88.45,Low Risk
STU0769,D,1,Female,71.0,72.0,76.0,84.0,70.0,75.2,Medium Risk
STU0770,C,4,Male,99.0,94.0,82.0,99.0,93.0,93.1,Low Risk
STU0771,B,3,Male,96.0,99.0,97.0,97.0,93.0,96.3,Low Risk
STU0772,C,2,Male,94.0,97.0,83.0,87.0,94.0,90.65,Low Risk
STU0773,A,2,Female,81.0,87.0,99.0,96.0,92.0,92.3,Low Risk
STU0774,D,3,Female,81.0,69.0,74.0,73.0,81.0,75.2,Medium Risk
STU0775,B,2,Female,72.0,81.0,70.0,72.0,83.0,76.15,Medium Risk
STU0776,B,2,Female,84.0,83.0,69.0,71.0,74.0,75.05,Medium Risk
STU0777,D,1,Male,72.0,72.0,83.0,76.0,72.0,75.2,Medium Risk
STU0778,C,1,Female,81.0,88.0,90.0,83.0,81.0,84.7,Low Risk
STU0779,A,4,Female,80.0,97.0,86.0,80.0,80.0,84.6,Low Risk
STU0780,D,2,Female,78.0,68.0,77.0,76.0,71.0,73.55,Medium Risk
STU0781,A,3,Male,77.0,84.0,80.0,80.0,84.0,81.5,Low Risk
STU0782,B,4,Male,96.0,94.0,97.0,98.0,81.0,92.55,Low Risk
STU0783,B,2,Male,97.0,89.0,86.0,87.0,,87.7,Low Risk
STU0784,B,2,Male,96.0,99.0,97.0,90.0,100.0,96.3,Low Risk
STU0785,A,2,Male,66.0,,60.0,60.0,62.0,61.9,High Risk
STU0786,B,2,Male,,61.0,57.0,65.0,63.0,62.5,High Risk
STU0787,C,1,Male,95.0,97.0,96.0,85.0,93.0,92.6,Low Risk
STU0788,B,1,Male,82.0,98.0,91.0,81.0,82.0,86.75,Low Risk
STU0789,C,1,Male,85.0,84.0,80.0,,80.0,85.8,Low Risk
STU0790,B,4,Male,65.0,62.0,70.0,55.0,,61.15,High Risk
STU0791,C,2,Female,65.0,61.0,66.0,61.0,66.0,63.65,High Risk
STU0792,B,2,Female,93.0,93.0,95.0,86.0,98.0,92.9,Low Risk
STU0793,B,3,Male,72.0,79.0,73.0,76.0,68.0,73.6,Medium Risk
STU0794,C,4,Male,73.0,80.0,68.0,80.0,74.0,75.4,Medium Risk
STU0795,C,2,Male,82.0,71.0,80.0,72.0,69.0,73.65,Medium Risk
STU0796,C,3,Male,73.0,83.0,81.0,70.0,82.0,78.1,Medium Risk
STU0797,C,1,Male,63.0,63.0,61.0,57.0,65.0,61.6,High Risk
STU0798,B,4,Male,73.0,74.0,77.0,74.0,69.0,73.25,Medium Risk
STU0799,C,4,Female,84.0,68.0,77.0,82.0,77.0,77.15,Medium Risk
STU0800,C,4,Female,76.0,82.0,84.0,81.0,69.0,78.3,Medium Risk
STU0801,D,3,Male,94.0,80.0,90.0,89.0,84.0,86.65,Low Risk
STU0802,D,1,Male,80.0,75.0,,68.0,84.0,77.2,Medium Risk
STU0803,A,2,Female,63.0,63.0,58.0,71.0,,66.0,High Risk
STU0804,D,4,Male,78.0,77.0,80.0,84.0,77.0,79.45,Medium Risk
STU0805,B,3,Female,,76.0,81.0,84.0,71.0,78.55,Medium Risk
STU0806,C,3,Male,82.0,78.0,79.0,76.0,80.0,78.6,Medium Risk
STU0807,B,3,Male,81.0,84.0,70.0,69.0,68.0,73.15,Medium Risk
STU0808,C,2,Male,79.0,84.0,70.0,78.0,84.0,79.2,Medium Risk
STU0809,D,4,Female,83.0,100.0,86.0,93.0,93.0,92.0,Low Risk
STU0810,B,4,Male,80.0,96.0,89.0,95.0,,92.5,Low Risk
STU0811,B,3,Female,73.0,,83.0,74.0,76.0,78.0,Medium Risk
STU0812,A,2,Male,74.0,68.0,80.0,70.0,71.0,72.25,Medium Risk
STU0813,A,2,Female,79.0,84.0,79.0,79.0,68.0,77.25,Medium Risk
STU0814,B,1,Male,79.0,83.0,,75.0,69.0,74.7,Medium Risk
STU0815,C,4,Female,84.0,83.0,69.0,81.0,70.0,76.55,Medium Risk
STU0816,D,1,Female,83.0,93.0,95.0,98.0,81.0,90.65,Low Risk
STU0817,C,2,Female,58.0,66.0,62.0,,70.0,64.15,High Risk
STU0818,C,3,Female,90.0,84.0,95.0,86.0,84.0,87.3,Low Risk
STU0819,C,1,Female,84.0,100.0,84.0,88.0,94.0,90.7,Low Risk
STU0820,D,1,Male,75.0,78.0,73.0,75.0,77.0,75.7,Medium Risk
STU0821,C,2,Female,81.0,77.0,79.0,73.0,79.0,77.3,Medium Risk
STU0822,D,3,Female,64.0,71.0,71.0,57.0,55.0,62.8,High Risk
STU0823,D,1,Female,56.0,64.0,58.0,59.0,56.0,58.75,High Risk
STU0824,D,2,Male,75.0,78.0,79.0,76.0,69.0,75.15,Medium Risk
STU0825,A,2,Female,58.0,64.0,70.0,62.0,58.0,62.6,High Risk
STU0826,A,2,Female,83.0,79.0,74.0,74.0,76.0,76.4,Medium Risk
STU0827,C,2,Female,91.0,91.0,89.0,85.0,96.0,90.35,Low Risk
STU0828,C,2,Female,,75.0,73.0,74.0,68.0,72.8,Medium Risk
STU0829,B,1,Female,99.0,91.0,95.0,89.0,89.0,91.6,Low Risk
STU0830,D,1,Male,77.0,78.0,69.0,75.0,74.0,74.35,Medium Risk
STU0831,C,2,Male,82.0,68.0,72.0,69.0,70.0,70.95,Medium Risk
STU0832,C,2,Female,81.0,75.0,79.0,,84.0,79.15,Medium Risk
STU0833,B,3,Female,68.0,82.0,80.0,75.0,71.0,75.7,Medium Risk
STU0834,B,1,Female,83.0,68.0,79.0,69.0,75.0,73.7,Medium Risk
STU0835,C,4,Female,80.0,70.0,75.0,79.0,69.0,74.0,Medium Risk
STU0836,B,2,Female,72.0,79.0,69.0,72.0,74.0,73.3,Medium Risk
STU0837,A,3,Female,75.0,76.0,82.0,72.0,80.0,77.1,Medium Risk
STU0838,D,4,Female,76.0,81.0,82.0,77.0,74.0,77.95,Medium Risk
STU0839,D,3,Female,82.0,83.0,71.0,73.0,68.0,74.25,Medium Risk
STU0840,C,3,Female,72.0,83.0,80.0,80.0,84.0,80.8,Low Risk
STU0841,A,4,Female,83.0,71.0,75.0,83.0,77.0,77.5,Medium Risk
STU0842,B,4,Female,83.0,68.0,76.0,79.0,72.0,74.85,Medium Risk
STU0843,A,3,Female,70.0,72.0,69.0,81.0,69.0,72.7,Medium Risk
STU0844,A,1,Male,81.0,78.0,77.0,73.0,71.0,75.1,Medium Risk
STU0845,B,3,Male,75.0,72.0,77.0,78.0,82.0,77.3,Medium Risk
STU0846,D,1,Male,77.0,79.0,71.0,83.0,,77.2,Medium Risk
STU0847,C,2,Male,,72.0,70.0,76.0,78.0,74.0,Medium Risk
STU0848,C,1,Female,69.0,76.0,81.0,71.0,76.0,75.05,Medium Risk
STU0849,B,2,Male,89.0,95.0,91.0,99.0,84.0,91.85,Low Risk
STU0850,B,2,Male,64.0,71.0,70.0,57.0,68.0,65.85,High Risk
STU0851,D,3,Male,68.0,60.0,58.0,71.0,63.0,63.9,High Risk
STU0852,D,3,Male,62.0,62.0,69.0,69.0,62.0,65.15,High Risk
STU0853,C,4,Female,84.0,83.0,82.0,80.0,82.0,81.9,Low Risk
STU0854,D,3,Male,79.0,71.0,70.0,84.0,84.0,78.1,Medium Risk
STU0855,A,2,Male,79.0,82.0,83.0,72.0,82.0,79.4,Medium Risk
STU0856,D,4,Male,92.0,97.0,93.0,83.0,83.0,88.7,Low Risk
STU0857,A,3,Female,74.0,79.0,71.0,69.0,69.0,71.9,Medium Risk
STU0858,B,2,Male,76.0,80.0,74.0,72.0,77.0,75.65,Medium Risk
STU0859,C,2,Male,98.0,100.0,87.0,80.0,96.0,91.2,Low Risk
STU0860,A,4,Female,96.0,88.0,96.0,84.0,99.0,92.15,Low Risk
STU0861,B,1,Male,71.0,68.0,80.0,81.0,68.0,73.95,Medium Risk
STU0862,B,3,Male,79.0,77.0,73.0,68.0,74.0,73.4,Medium Risk
STU0863,B,1,Female,95.0,93.0,99.0,99.0,85.0,93.9,Low Risk
STU0864,C,2,Male,82.0,73.0,68.0,68.0,80.0,73.4,Medium Risk
STU0865,C,4,Female,75.0,70.0,80.0,73.0,80.0,75.75,Medium Risk
STU0866,C,1,Male,56.0,70.0,,67.0,71.0,66.1,High Risk
STU0867,C,3,Female,74.0,77.0,77.0,76.0,84.0,78.2,Medium Risk
STU0868,A,3,Female,71.0,84.0,72.0,74.0,74.0,75.3,Medium Risk
STU0869,D,1,Male,58.0,60.0,59.0,66.0,58.0,60.6,High Risk
STU0870,B,4,Male,81.0,72.0,77.0,79.0,84.0,78.65,Medium Risk
STU0871,D,4,Female,55.0,55.0,69.0,63.0,69.0,63.3,High Risk
STU0872,A,1,Male,98.0,92.0,91.0,99.0,80.0,91.15,Low Risk
STU0873,A,1,Female,82.0,74.0,83.0,81.0,74.0,78.35,Medium Risk
STU0874,C,3,Male,81.0,86.0,83.0,97.0,85.0,87.4,Low Risk
STU0875,A,2,Female,93.0,87.0,98.0,82.0,97.0,91.05,Low Risk
STU0876,B,3,Male,74.0,79.0,69.0,78.0,81.0,76.75,Medium Risk
STU0877,C,1,Male,67.0,60.0,58.0,69.0,55.0,61.3,High Risk
STU0878,C,2,Female,72.0,79.0,77.0,73.0,79.0,76.4,Medium Risk
STU0879,C,3,Female,79.0,84.0,71.0,74.0,76.0,76.4,Medium Risk
STU0880,B,3,Female,74.0,69.0,73.0,73.0,80.0,74.05,Medium Risk
STU0881,C,2,Female,82.0,81.0,73.0,72.0,70.0,74.5,Medium Risk
STU0882,A,4,Female,,91.0,95.0,96.0,86.0,90.9,Low Risk
STU0883,A,3,Male,61.0,71.0,60.0,59.0,64.0,63.05,High Risk
STU0884,A,1,Female,73.0,71.0,70.0,70.0,71.0,70.75,Medium Risk
STU0885,B,2,Male,70.0,79.0,75.0,80.0,71.0,75.55,Medium Risk
STU0886,A,1,Female,84.0,71.0,75.0,84.0,70.0,76.1,Medium Risk
STU0887,C,3,Male,58.0,56.0,65.0,69.0,65.0,63.5,High Risk
STU0888,A,1,Male,91.0,84.0,99.0,86.0,86.0,88.7,Low Risk
STU0889,B,4,Female,79.0,80.0,77.0,68.0,75.0,75.05,Medium Risk
STU0890,B,4,Female,70.0,72.0,78.0,74.0,77.0,74.75,Medium Risk
STU0891,B,1,Male,78.0,80.0,74.0,80.0,69.0,75.85,Medium Risk
STU0892,A,1,Male,69.0,83.0,79.0,74.0,74.0,76.3,Medium Risk
STU0893,D,2,Female,61.0,68.0,60.0,60.0,56.0,60.7,High Risk
STU0894,D,1,Female,66.0,71.0,62.0,59.0,71.0,65.7,High Risk
STU0895,A,2,Male,84.0,86.0,97.0,85.0,100.0,91.25,Low Risk
STU0896,B,3,Male,77.0,82.0,77.0,83.0,79.0,80.0,Low Risk
STU0897,A,4,Male,60.0,57.0,56.0,56.0,67.0,59.35,High Risk
STU0898,C,2,Female,100.0,86.0,92.0,99.0,92.0,93.35,Low Risk
STU0899,D,2,Female,82.0,73.0,72.0,69.0,82.0,74.95,Medium Risk
STU0900,A,2,Female,63.0,61.0,58.0,57.0,65.0,60.6,High Risk
STU0901,C,4,Male,55.0,61.0,60.0,68.0,56.0,60.7,High Risk
STU0902,A,3,Female,68.0,70.0,70.0,74.0,68.0,70.3,Medium Risk
STU0903,B,2,Female,69.0,79.0,77.0,72.0,76.0,75.1,Medium Risk
STU0904,A,3,Female,89.0,97.0,91.0,83.0,100.0,92.25,Low Risk
STU0905,A,2,Female,82.0,89.0,84.0,93.0,100.0,91.05,Low Risk
STU0906,D,1,Male,,72.0,82.0,83.0,68.0,76.05,Medium Risk
STU0907,B,3,Female,92.0,95.0,90.0,100.0,81.0,91.45,Low Risk
STU0908,A,1,Male,73.0,,78.0,75.0,75.0,76.6,Medium Risk
STU0909,A,3,Female,59.0,62.0,62.0,68.0,70.0,65.2,High Risk
STU0910,B,3,Male,95.0,83.0,99.0,92.0,84.0,89.9,Low Risk
STU0911,A,1,Male,83.0,73.0,83.0,73.0,81.0,78.0,Medium Risk
STU0912,B,3,Female,80.0,84.0,78.0,75.0,72.0,77.15,Medium Risk
STU0913,B,4,Male,81.0,69.0,76.0,68.0,77.0,73.35,Medium Risk
STU0914,D,2,Male,57.0,60.0,,56.0,56.0,57.7,High Risk
STU0915,A,4,Male,83.0,68.0,68.0,84.0,68.0,73.5,Medium Risk
STU0916,A,2,Male,82.0,70.0,81.0,78.0,79.0,77.65,Medium Risk
STU0917,D,3,Male,77.0,70.0,71.0,83.0,75.0,75.4,Medium Risk
STU0918,A,3,Female,82.0,83.0,82.0,69.0,78.0,77.95,Medium Risk
STU0919,C,2,Female,78.0,72.0,70.0,80.0,77.0,75.45,Medium Risk
STU0920,C,1,Female,77.0,74.0,74.0,70.0,79.0,74.55,Medium Risk
STU0921,D,2,Male,69.0,56.0,63.0,61.0,58.0,60.45,High Risk
STU0922,A,3,Male,92.0,80.0,82.0,95.0,83.0,86.1,Low Risk
STU0923,A,4,Female,68.0,72.0,78.0,80.0,72.0,74.8,Medium Risk
STU0924,D,4,Male,58.0,70.0,63.0,56.0,58.0,60.9,High Risk
STU0925,A,1,Female,67.0,71.0,70.0,63.0,68.0,67.65,High Risk
STU0926,B,3,Male,81.0,81.0,68.0,70.0,74.0,73.9,Medium Risk
STU0927,D,4,Female,98.0,88.0,98.0,84.0,97.0,92.25,Low Risk
STU0928,B,2,Female,81.0,79.0,70.0,72.0,84.0,76.9,Medium Risk
STU0929,A,1,Female,96.0,84.0,92.0,89.0,88.0,89.05,Low Risk
STU0930,A,3,Male,63.0,68.0,69.0,60.0,64.0,64.7,High Risk
STU0931,B,3,Male,84.0,79.0,74.0,83.0,78.0,79.25,Medium Risk
STU0932,B,3,Female,89.0,85.0,92.0,89.0,97.0,90.8,Low Risk
STU0933,D,4,Male,85.0,,83.0,93.0,80.0,86.75,Low Risk
STU0934,A,2,Female,56.0,66.0,59.0,59.0,67.0,62.1,High Risk
STU0935,B,2,Female,82.0,97.0,91.0,82.0,88.0,88.3,Low Risk
STU0936,C,3,Male,71.0,80.0,74.0,79.0,70.0,75.15,Medium Risk
STU0937,B,4,Female,60.0,63.0,66.0,66.0,69.0,65.55,High Risk
STU0938,C,1,Female,72.0,77.0,79.0,77.0,78.0,77.15,Medium Risk
STU0939,B,1,Female,74.0,73.0,70.0,80.0,70.0,73.5,Medium Risk
STU0940,A,4,Female,85.0,90.0,96.0,89.0,91.0,90.7,Low Risk
STU0941,B,1,Male,69.0,71.0,75.0,81.0,79.0,76.1,Medium Risk
STU0942,C,4,Female,78.0,75.0,69.0,82.0,76.0,76.1,Medium Risk
STU0943,C,3,Female,84.0,90.0,94.0,87.0,98.0,91.45,Low Risk
STU0944,C,1,Male,77.0,74.0,76.0,68.0,72.0,72.7,Medium Risk
STU0945,D,1,Male,86.0,91.0,87.0,84.0,89.0,87.45,Low Risk
STU0946,C,1,Male,72.0,,80.0,68.0,78.0,76.1,Medium Risk
STU0947,A,1,Female,83.0,80.0,74.0,68.0,83.0,76.85,Medium Risk
STU0948,D,4,Female,73.0,81.0,73.0,77.0,76.0,76.35,Medium Risk
STU0949,D,3,Female,68.0,60.0,68.0,60.0,61.0,62.65,High Risk
STU0950,B,1,Male,83.0,74.0,75.0,80.0,76.0,77.1,Medium Risk
STU0951,C,2,Male,82.0,69.0,80.0,69.0,69.0,72.5,Medium Risk
STU0952,B,3,Male,62.0,60.0,70.0,71.0,57.0,64.2,High Risk
STU0953,A,3,Female,59.0,57.0,65.0,58.0,59.0,59.55,High Risk
STU0954,A,4,Female,79.0,80.0,76.0,69.0,72.0,74.35,Medium Risk
STU0955,B,3,Female,71.0,78.0,81.0,70.0,83.0,77.15,Medium Risk
STU0956,D,4,Female,76.0,78.0,83.0,77.0,84.0,80.05,Low Risk
STU0957,D,1,Female,69.0,73.0,75.0,70.0,81.0,74.25,Medium Risk
STU0958,C,2,Male,57.0,63.0,60.0,55.0,64.0,60.05,High Risk
STU0959,C,4,Male,83.0,92.0,96.0,87.0,99.0,92.4,Low Risk
STU0960,A,3,Male,93.0,84.0,88.0,100.0,90.0,91.2,Low Risk
STU0961,C,4,Female,62.0,55.0,61.0,68.0,59.0,61.15,High Risk
STU0962,B,3,Male,61.0,56.0,62.0,63.0,57.0,59.7,High Risk
STU0963,C,1,Female,84.0,99.0,,100.0,99.0,96.35,Low Risk
STU0964,A,3,Male,69.0,73.0,76.0,70.0,68.0,71.2,Medium Risk
STU0965,B,1,Female,91.0,95.0,98.0,82.0,91.0,90.95,Low Risk
STU0966,B,1,Female,80.0,82.0,70.0,72.0,75.0,75.15,Medium Risk
STU0967,C,1,Female,83.0,79.0,80.0,80.0,77.0,79.35,Medium Risk
STU0968,B,3,Female,95.0,94.0,91.0,88.0,87.0,90.25,Low Risk
STU0969,A,2,Female,82.0,71.0,84.0,72.0,83.0,77.95,Medium Risk
STU0970,C,4,Female,97.0,,,84.0,95.0,88.25,Low Risk
STU0971,C,1,Male,81.0,82.0,84.0,68.0,84.0,79.3,Medium Risk
STU0972,D,1,Female,93.0,99.0,98.0,100.0,86.0,95.2,Low Risk
STU0973,A,4,Male,81.0,68.0,74.0,75.0,76.0,74.25,Medium Risk
STU0974,B,2,Female,73.0,70.0,72.0,69.0,71.0,70.7,Medium Risk
STU0975,C,2,Female,95.0,96.0,95.0,86.0,,92.95,Low Risk
STU0976,D,1,Female,79.0,,84.0,78.0,71.0,75.95,Medium Risk
STU0977,C,1,Male,,76.0,73.0,70.0,73.0,72.45,Medium Risk
STU0978,A,2,Male,73.0,80.0,69.0,82.0,82.0,78.1,Medium Risk
STU0979,B,4,Female,60.0,61.0,68.0,64.0,71.0,65.55,High Risk
STU0980,D,3,Female,,67.0,68.0,59.0,63.0,63.7,High Risk
STU0981,C,1,Female,60.0,64.0,57.0,65.0,65.0,62.7,High Risk
STU0982,C,1,Female,79.0,82.0,78.0,72.0,72.0,75.9,Medium Risk
STU0983,C,3,Female,66.0,56.0,69.0,58.0,60.0,61.1,High Risk
STU0984,B,2,Male,69.0,75.0,78.0,72.0,81.0,75.75,Medium Risk
STU0985,C,2,Female,90.0,91.0,91.0,82.0,100.0,90.9,Low Risk
STU0986,B,1,Female,61.0,64.0,65.0,69.0,70.0,66.65,High Risk
STU0987,D,1,Male,97.0,92.0,84.0,,93.0,88.9,Low Risk
STU0988,C,1,Female,84.0,100.0,97.0,80.0,87.0,89.55,Low Risk
STU0989,D,4,Male,69.0,73.0,81.0,70.0,79.0,74.95,Medium Risk
STU0990,B,1,Female,82.0,84.0,74.0,81.0,79.0,79.8,Medium Risk
STU0991,B,4,Male,98.0,85.0,97.0,84.0,85.0,88.45,Low Risk
STU0992,D,4,Female,60.0,55.0,66.0,66.0,65.0,62.95,High Risk
STU0993,D,1,Female,59.0,56.0,65.0,64.0,,60.35,High Risk
STU0994,D,3,Female,81.0,75.0,77.0,80.0,75.0,77.25,Medium Risk
STU0995,B,1,Male,96.0,81.0,87.0,86.0,94.0,88.2,Low Risk
STU0996,B,2,Female,87.0,86.0,86.0,93.0,100.0,91.35,Low Risk
